名次,歌名,歌手,語言,年分,專輯
22,Coin,IU,韓語,2021,《IU 5th Album 'LILAC'》
23,Rain and You,Lee Mujin,韓語,2021,《機智醫生生活 第2季》
24,LOCO,ITZY,韓語,2021,《CRAZY IN LOVE》
25,Beautiful Night,藝聲 (YESUNG),韓語,2021,《第四張迷你專輯『Beautiful Night』》
26,Starlight,CHA NI,韓語,2021,《女神降臨》
27,Weekend,太妍 (TAEYEON),韓語,2021,《Weekend》
28,PING PONG,현아&던 (HyunA&DAWN),韓語,2021,《1+1=1》
29,water color,Whee In,韓語,2021,《Redd》
30,Queendom,Red Velvet,韓語,2021,《第六張迷你專輯『Queendom』》
31,strawberry moon,IU,韓語,2021,《strawberry moon》
32,Panorama,アイズワン,韓語,2021,《One-reeler / Act IV》
33,Lost Heart,藝聲 (YESUNG),韓語,2021,《第四張迷你專輯『Beautiful Night』》
34,Savage,aespa,韓語,2021,《首張迷你專輯『Savage』》
35,Butterfly,J.UNA,韓語,2021,"《無法抗拒的他 韓劇原聲帶, Pt. 4》"
36,Phantom Pain,藝聲 (YESUNG),韓語,2021,《第四張迷你專輯『Beautiful Night』》
37,I Like You,CHO JUNG SEOK,韓語,2021,《機智醫生生活 第2季》
38,Breaking Down,AILEE,韓語,2021,《某一天滅亡來到我家門前》
39,I'm Missing You,Sunjae,韓語,2021,《女神降臨》
40,Superstar,Mido and Falasol,韓語,2021,《機智醫生生活 第2季》
41,We're Already,KIMMUSEUM,韓語,2021,"《無法抗拒的他 韓劇原聲帶, Pt. 1》"
42,Flu,IU,韓語,2021,《IU 5th Album 'LILAC'》
43,Already One Year,Mido and Falasol,韓語,2021,《機智醫生生活 第2季》
44,Don't Call Me,SHINee,韓語,2021,《第七張正規專輯『Don't Call Me』》
45,Love so Fine,Cha Eun Woo,韓語,2021,《女神降臨》
46,No More Love,藝聲 (YESUNG),韓語,2021,《第四張迷你專輯『Beautiful Night』》
47,Like Us,藝聲 (YESUNG),韓語,2021,《第四張迷你專輯『Beautiful Night』》
48,Fireworks,藝聲 (YESUNG),韓語,2021,《第四張迷你專輯『Beautiful Night』》
49,A Letter in The Wind,藝聲 (YESUNG),韓語,2021,《第四張迷你專輯『Beautiful Night』》
50,Fall in You,Ha Sung Woon,韓語,2021,《女神降臨》
51,ZERO,SUPER JUNIOR-D&E(東海&銀赫),韓語,2021,《首張正規專輯『COUNTDOWN』》
52,Like Water,웬디 (WENDY),韓語,2021,《首張迷你專輯『Like Water』》
53,TAIL,SUNMI,韓語,2021,《TAIL》
54,Last Dance,(G)I-DLE,韓語,2021,《Last Dance》
55,My sea,IU,韓語,2021,《IU 5th Album 'LILAC'》
56,Call Me Maybe,SAya,韓語,2021,《女神降臨》
57,SCIENTIST,TWICE,韓語,2021,《Formula of Love: O+T=<3》
58,Bicycle,金请夏,韓語,2021,《Querencia》
59,Switch to me,"Rain(鄭智薰), 樸振榮",韓語,2021,《Switch to me》
60,What Do I Call You,TAEYEON,韓語,2021,《What Do I Call You》
61,Let's forget it,Mido and Falasol,韓語,2021,《機智醫生生活 第2季》
62,Ah puh,IU,韓語,2021,《IU 5th Album 'LILAC'》
63,The Image of You,SANDEUL,韓語,2021,《Hometown Cha-Cha-Cha OST Part 6》
64,XOXO,전소미,韓語,2021,《XOXO》
65,Empty Cup,IU,韓語,2021,《IU 5th Album 'LILAC'》
66,Chi Mat Ba Ram,Brave Girls,韓語,2021,《Summer Queen》
67,DAHLIA,ジーアイドゥル,韓語,2021,《I burn》
68,Where Are We Now,Mamamoo,韓語,2021,《WAW》
69,be,銀赫 (EUNHYUK),韓語,2021,《be》
70,California Love,"東海 (DONGHAE), JENO of NCT",韓語,2021,《California Love》
71,Troll,IU,韓語,2021,《IU 5th Album 'LILAC'》
72,Make it,2PM,韓語,2021,《MUST》
73,In front of the the Post Office in Autumn,Kim Dae Myeung,韓語,2021,《機智醫生生活 第2季》
74,Dun Dun Dance,OH MY GIRL,韓語,2021,《Dear OHMYGIRL》
75,MOON,ジーアイドゥル,韓語,2021,《I burn》
76,Coffee,규현 (KYUHYUN),韓語,2021,《Coffee》
77,Hi spring Bye,IU,韓語,2021,《IU 5th Album 'LILAC'》
78,It Starts Today,Hwang In Youp,韓語,2021,《女神降臨》
79,ELEVEN,IVE,韓語,2021,《ELEVEN》
80,MAGNETIC,"Rain(鄭智薰), 王嘉爾（Jackson Wang）",韓語,2021,《PIECES by RAIN》
81,Good Girl,泫雅 (HyunA),韓語,2021,《I'm Not Cool》
82,Romantic Sunday,"Car, the garden",韓語,2021,《Hometown Cha-Cha-Cha Ost Part 1》
83,Is It Still Beautiful,SEVENTEEN,韓語,2021,《機智醫生生活 第2季》
84,HAPPEN,Heize,韓語,2021,《HAPPEN》
85,Ready to love,SEVENTEEN,韓語,2021,《SEVENTEEN 8th Mini Album 'Your Choice'》
86,D-D-DANCE,IZ*ONE,韓語,2021,《D-D-DANCE》
87,Moving On,규현 (KYUHYUN),韓語,2021,《Moving On》
88,STEREOTYPE,STAYC,韓語,2021,《STEREOTYPE》
89,NOT THE END,Highlight,韓語,2021,《The Blowing》
90,Hate that…,"KEY, 太妍",韓語,2021,《Hate that…》
91,Beautiful Liar,SUPER JUNIOR-D&E(東海&銀赫),韓語,2021,《首張正規專輯『COUNTDOWN』》
92,Here I am,Jo Hyun Ah,韓語,2021,《Mr. Queen》
93,Don't fight the feeling,EXO,韓語,2021,《DON'T FIGHT THE FEELING》
94,遊樂園,백현 (BAEKHYUN),韓語,2021,《遊樂園》
95,mumumumuch,MAMAMOO,韓語,2021,《I SAY MAMAMOO : THE BEST》
96,Why Why Why,iKON,韓語,2021,《Why Why Why》
97,Home,SUPER JUNIOR-D&E(東海&銀赫),韓語,2021,《首張正規專輯『COUNTDOWN』》
98,Epilogue,IU,韓語,2021,《IU 5th Album 'LILAC'》
99,I love you more than anyone,TWICE,韓語,2021,《HOSPITAL PLAYLIST Season 2》
100,U,Baekhyun,韓語,2021,《某一天滅亡來到我家門前》
1,想見你想見你想見你,八三夭,華語,2020,《想見你想見你想見你》
2,句號,G.E.M.鄧紫棋,華語,2020,《句號》
3,與我無關,阿冗,華語,2020,《與我無關》
4,你的答案,阿冗,華語,2020,《你的答案》
5,少年,夢然,華語,2020,《少年》
6,刻在我心底的名字,盧廣仲,華語,2020,《刻在我心底的名字》
7,CHANGE,瘦子E.SO,華語,2020,《CHANGE》
8,你的情歌,TANK 呂建忠,華語,2020,《你的情歌》
9,透明,G.E.M.鄧紫棋,華語,2020,《摩天動物園》
10,很久以後,G.E.M.鄧紫棋,華語,2020,《摩天動物園》
11,愛上現在的我,閻奕格 、高爾宣 OSN,華語,2020,《愛上現在的我》
12,她沒在看我,瘦子E.SO,華語,2020,《她沒在看我》
13,摩天動物園,G.E.M.鄧紫棋,華語,2020,《摩天動物園》
14,飛鳥和蟬,任然,華語,2020,《飛鳥和蟬》
15,小時候的我們,Eric 周興哲,華語,2020,《小時候的我們》
16,COLORFUL,婁峻碩,華語,2020,《COLORFUL》
17,別勉強,G.E.M.鄧紫棋、Eric 周興哲,華語,2020,《摩天動物園》
18,太陽,瘦子E.SO,華語,2020,《太陽》
19,我很快樂,Eric 周興哲,華語,2020,《小時候的我們》
20,炙愛,陳忻玥,華語,2020,《炙愛》
21,Mojito,周杰倫,華語,2020,《Mojito》
22,勇氣,棉子,華語,2020,《勇氣》
23,麻雀,李榮浩,華語,2020,《麻雀》
24,溫柔 #MaydayBlue20th,五月天 、孫燕姿,華語,2020,《溫柔 #MaydayBlue20th》
25,No Name,高爾宣 OSN,華語,2020,《No Name》
26,WAIT,瘦子E.SO,華語,2020,《Outta Body靈魂出竅》
27,當你和心跳一起出現,蕭亞軒,華語,2020,《當你和心跳一起出現》
28,兵變,四堅情WOLF (邱鋒澤、陳零九、黃偉晉、賴晏駒),華語,2020,《兵變》
29,全世界的朋友都讓我失望,吳卓源,華語,2020,《5 am》
30,扛得住,黃鴻升 Alien Huang∣柯有倫 Alan Kuo∣竇智孔 Bobby Dou,華語,2020,《扛得住 Carry On》
31,So Bad,高爾宣 OSN,華語,2020,《So Bad》
32,丟了你,井朧,華語,2020,《丟了你》
33,我是如此相信,周杰倫,華語,2020,《我是如此相信》
34,受夠,Eric 周興哲,華語,2020,《小時候的我們》
35,彼個所在,魏如萱,華語,2020,《藏著並不等於遺忘》
36,稱讚她的美,瘦子E.SO,華語,2020,《稱讚她的美 PRAISE》
37,懸日,田馥甄,華語,2020,《懸日》
38,速食愛情,四堅情WOLF (邱鋒澤、陳零九、黃偉晉、賴晏駒),華語,2020,《速食愛情》
39,好想好想妳,G.E.M.鄧紫棋,華語,2020,《摩天動物園》
40,Something I Don't Need,瘦子E.SO,華語,2020,《Outta Body靈魂出竅》
41,後來遇見他,胡66,華語,2020,《後來遇見他》
42,離開我的依賴,王艷薇,華語,2020,《離開我的依賴》
43,猴籠,蕭敬騰,華語,2020,《猴籠》
44,再也不要 feat. 韋禮安,陳零九 、韋禮安,華語,2020,《過》
45,I Wish I Was There,瘦子E.SO,華語,2020,《Outta Body靈魂出竅》
46,馬子狗,八三夭,華語,2020,《馬子狗》
47,默念你,小宇-宋念宇,華語,2020,《默念你》
48,伯父,瘦子E.SO,華語,2020,《Outta Body靈魂出竅》
49,輸情歌,J.Sheon,華語,2020,《輸情歌》
50,飄洋過海來看你,梁靜茹、艾怡良,華語,2020,《飄洋過海來看你》
51,看見妳的聲音,陳零九,華語,2020,《看見妳的聲音》
52,七十億分之一加一,吳卓源 、婁峻碩,華語,2020,《七十億分之一加一》
53,依然睡公主,G.E.M.鄧紫棋,華語,2020,《摩天動物園》
54,好想愛這個世界啊,華晨宇,華語,2020,《好想愛這個世界啊》
55,少了一件牛仔褲,閻奕格,華語,2020,《少了一件牛仔褲》
56,差不多姑娘,G.E.M.鄧紫棋,華語,2020,《摩天動物園》
57,一天,YELLOW黃宣,華語,2020,《一天》
58,交換餘生,林俊傑,華語,2020,《交換餘生》
59,Don't Worry About Me,瘦子E.SO,華語,2020,《Outta Body靈魂出竅》
60,如果的事,李佳歡 、許維芳,華語,2020,《如果的事》
61,Follow You,瘦子E.SO,華語,2020,《Follow You》
62,刪拾,楊丞琳,華語,2020,《刪拾》
63,全放空 feat. 鼓鼓 呂思緯,文慧如 、鼓鼓 呂思緯,華語,2020,《全放空》
64,迷人的危險,蔡黃汝,華語,2020,《迷人的危險》
65,不敢聽的歌,李千那,華語,2020,《不敢聽的歌》
66,別人的,徐若瑄,華語,2020,《別人的》
67,Fly Away,G.E.M.鄧紫棋,華語,2020,《摩天動物園》
68,皆可,田馥甄,華語,2020,《皆可》
69,心如止水,任家萱,華語,2020,《心如止水》
70,自信勇敢咱的名,滅火器,華語,2020,《自信勇敢咱的名》
71,幸福藏在哪裡,鄭心慈,華語,2020,《幸福藏在哪裡》
72,Don’t Wanna Lie,派偉俊 、8lak、Hosea,華語,2020,《Don’t Wanna Lie》
73,Take Me Back,Yellow Claw、CORSAK、吳卓源,華語,2020,《Take Me Back》
74,無人知曉,田馥甄,華語,2020,《無人知曉》
75,像是一顆星星,楊丞琳,華語,2020,《像是一顆星星》
76,希望你回來,TRASH,華語,2020,《Never Die》
77,時間的輪,陳忻玥,華語,2020,《時間的輪》
78,Things Things Things,吳卓源,華語,2020,《Things Things Things》
79,諷刺的情書,田馥甄,華語,2020,《諷刺的情書》
80,Am I Who I Am,陳忻玥,華語,2020,《Am I Who I Am》
81,偽裝,李友廷 、吳霏、楊碧琪,華語,2020,《偽裝》
82,別再想見我,許光漢,華語,2020,《別再想見我》
83,永遠不再,動力火車,華語,2020,《《做工的人》戲劇原創音樂EP-第二章》
84,等著等著就老了,李榮浩,華語,2020,《等著等著就老了》
85,有一種悲傷叫蠢蛋,八三夭 、A-Lin,華語,2020,《有一種悲傷叫蠢蛋》
86,女士優先,老莫 ILL MO、壞特 (?te),華語,2020,《女士優先》
87,Better,吳卓源 、陳芳語,華語,2020,《Better》
88,Be Alright,IVAN 艾文、艾薇,華語,2020,《Be Alright》
89,節日快樂,楊丞琳,華語,2020,《節日快樂》
90,我的未來不是夢,茄子蛋,華語,2020,《我的未來不是夢》
91,你存在,梁文音,華語,2020,《你存在》
92,前任,采子 & 黃偉晉,華語,2020,《前任》
93,太陽,邱振哲,華語,2020,《太陽》
94,不在乎,張語噥,華語,2020,《Sammy 1.0》
95,逆光,陳芳語,華語,2020,《逆光》
96,Better Than Love,CHING G SQUAD、高爾宣 OSN、婁峻碩、唐仲彣 、RED芮德、吳卓源 、Karencici、屁孩 Ryan,華語,2020,《Better Than Love》
97,雙棲動物,韋禮安,華語,2020,《雙棲動物》
98,LOCAL,玖壹壹,華語,2020,《LOCAL》
99,逃,孫盛希,華語,2020,《逃》
100,恰似你的溫柔,茄子蛋,華語,2020,《恰似你的溫柔》
3,我不是空笑夢,黃鴻升,台語,2020,《我不是空笑夢》
4,十二月的妳,滅火器,台語,2020,《無名英雄》
5,出外的囝仔,陳零九,台語,2020,《出外的囝仔》
6,過來我家坐,玖壹壹,台語,2020,《過來我家坐》
7,愛．無你袂圓,郭婷筠,台語,2020,《愛．無你袂圓》
8,一個人,陳瑾緗,台語,2020,《一個人》
9,水哥 ft. 蛋堡,李英宏,台語,2020,《水哥 2020》
10,少年家,草屯囝仔,台語,2020,《少年家》
11,虧欠,流氓阿德,台語,2020,《虧欠／給五十歲自己的備忘錄》
12,英台,喬幼,台語,2020,《英台》
13,放風吹,許富凱,台語,2020,《放風吹》
14,同款的月娘,翁立友、董育君,台語,2020,《眼中淚》
15,問月娘,楊哲,台語,2020,《問月娘》
16,眼中淚,翁立友,台語,2020,《眼中淚》
17,幸福的寄望,賴慧如,台語,2020,《舞力全開》
18,多情城市,杜忻恬,台語,2020,《有夠貓》
19,愛講白賊的查某人,賴慈泓,台語,2020,《愛講白賊的查某人》
20,自作多情,向蕙玲,台語,2020,《自作多情》
22,救人喔,草屯囝仔,台語,2020,《救人喔》
23,憨孫仔 feat. 流氓阿德,忒修斯 、流氓阿德,台語,2020,《憨孫仔》
24,生活革命,滅火器,台語,2020,《無名英雄》
25,人生一轉眼,陳淑萍、鄔兆邦,台語,2020,《人生一轉眼》
26,堅強是我的名,喬幼,台語,2020,《英台》
27,若是明仔載,曹雅雯,台語,2020,《自本》
28,一九四五,滅火器,台語,2020,《無名英雄》
29,因為愛你,董育君、莊振凱,台語,2020,《因為愛你》
30,心若下車,蘇宥蓉,台語,2020,《思念的茶》
31,點敬妳/你的菸,忒修斯,台語,2020,《南國再見，南國》
32,我想和你瞎 ft. 馬念先,李英宏,台語,2020,《水哥 2020》
33,漏電的插頭,鄭人碩、劉冠廷、納豆 & 施名帥,台語,2020,《漏電的插頭》
34,錯愛的人,唐儷,台語,2020,《錯愛的人》
35,將你放心肝,袁小迪、陳小菁,台語,2020,《來生緣》
36,少年家,滅火器,台語,2020,《無名英雄》
37,風中浮沉的花蕊,董事長樂團,台語,2020,《風中浮沉的花蕊》
38,緣份薄是咱的命,喬幼、莊振凱,台語,2020,《英台》
39,一世人一個名,謝和弦 (R-chord),台語,2020,《一世人一個名》
41,愛甲這堅持,林姍,台語,2020,《愛甲這堅持》
42,街仔路雨落袂停,鄭宜農 、陳嫺靜,台語,2020,《給天王星》
43,問心肝,李明洋,台語,2020,《問心肝》
44,思念的日子,張秀卿、鄔兆邦,台語,2020,《阿喜》
45,滿星閃爍,嚴正嵐,台語,2020,《滿星閃爍》
46,痴情線,陳怡婷,台語,2020,《癡情線》
47,幸福門,郭婷筠、曾瑋中,台語,2020,《愛．無你袂圓》
48,百年追求,滅火器,台語,2020,《無名英雄》
49,善良的歹人,蘇明淵,台語,2020,《善良的歹人 搶先聽》
50,心花開,蓋兒,台語,2020,《聲林之王第一季百萬金曲》
51,你一直踮阮心肝,郭忠祐,台語,2020,《你一直踮阮心肝》
52,深深地,鄭宜農,台語,2020,《給天王星》
53,來生緣,袁小迪,台語,2020,《來生緣》
54,鏡中花,向蕙玲,台語,2020,《自作多情》
55,無心石,談詩玲、楊哲,台語,2020,《無心石》
56,阮用生命來愛你,蔡以真,台語,2020,《以真女人》
57,軟土深掘,喬幼、楊哲,台語,2020,《英台》
58,放你孤單飛,陳隨意,台語,2020,《放你孤單飛》
59,心肝寶貝,苗可麗,台語,2020,《心肝寶貝》
60,我愛你袂凍想你,翁立友,台語,2020,《眼中淚》
61,等你的人,郭婷筠,台語,2020,《愛．無你袂圓》
62,醉情花,謝宜君,台語,2020,《醉情花》
63,給五十歲自己的備忘錄,流氓阿德,台語,2020,《虧欠／給五十歲自己的備忘錄》
64,虛情假意,唐儷、莊振凱,台語,2020,《錯愛的人》
65,夢成雙,潘佩莉、李明洋,台語,2020,《送你到這》
66,樹枝孤鳥 feat. 伍佰,徐佳瑩 、伍佰,台語,2020,《徐佳瑩是日救星演唱會Live》
67,敢愛敢恨,陳淑萍,台語,2020,《人生一轉眼》
68,若有一天,李明洋,台語,2020,《問心肝》
69,田橋仔問西施,謝宜君、陳隨意,台語,2020,《醉情花》
70,長途夜車,孫肇谷,台語,2020,《聲林之王第一季百萬金曲》
71,"學眉角Omega Ft. Gambler, ED Lin",臭屁嬰仔、Gambler、ED Lin,台語,2020,"《學眉角Omega Ft. Gambler, ED Lin》"
72,今生一段情,蔡小虎,台語,2020,《藏愛》
73,花開的時,朱海君,台語,2020,《花開的時/Touch a star》
74,女人的名字,楊欣樺,台語,2020,《女人的名字》
75,風中淚,黃思婷,台語,2020,《風中淚》
76,鴛鴦一場戲,楊哲,台語,2020,《問月娘》
77,故事,郭婷筠,台語,2020,《愛．無你袂圓》
78,袂慣習,王中平,台語,2020,《袂慣習》
79,舊情又綿綿,方千玉,台語,2020,《舊情又綿綿》
80,愈愛愈堅強,林良歡,台語,2020,《愈愛愈堅強》
81,路,謝銘祐 (Hsieh Ming-Yo),台語,2020,《路》
82,玉仔的心,鄭宜農,台語,2020,《給天王星》
83,甜甜甜,傅薇,台語,2020,《甜甜甜》
84,送你到這,潘佩莉,台語,2020,《送你到這》
85,姻緣燈,唐儷,台語,2020,《錯愛的人》
86,咱的笑容,打倒三明治,台語,2020,《咱的笑容》
87,往事阿,袁小迪,台語,2020,《來生緣》
88,霧中情,陳百潭、方千玉,台語,2020,《人生若做戲》
89,離別之夜,林俊吉、麗蓉,台語,2020,《最後一夜》
90,全世界最亮的光,流氓阿德,台語,2020,《全世界最亮的光》
91,若是你 想欲了解我,蔡家蓁,台語,2020,《若是你 想欲了解我》
92,大不了就分手,李英宏,台語,2020,《水哥 2020》
93,鬥牛舞,謝金晶,台語,2020,《鬥牛舞》
94,人生有幾年,江志豐、甲子慧,台語,2020,《人生有幾年 新歌+精選》
95,酒女夢,陳思安,台語,2020,《酒女夢》
96,燒酒斟雙杯,林姍,台語,2020,《愛甲這堅持》
97,女人的愛情,陳淑萍,台語,2020,《人生一轉眼》
98,心頭鎖,向蕙玲,台語,2020,《自作多情》
99,佮你牽手,李婭莎 、蕭煌奇,台語,2020,《毒糖仔》
100,思戀愛河邊,喬幼,台語,2020,《英台》
1,Yummy,Justin Bieber,西洋,2020,《Yummy》
2,Intentions,"Justin Bieber, Quavo",西洋,2020,《Intentions》
3,Salt,Ava Max,西洋,2020,《Salt》
4,Into the Unknown,"AURORA, Idina Menzel",西洋,2020,《Frozen 2》
5,Be Kind,"Marshmello, Halsey",西洋,2020,《Be Kind》
6,Rain On Me,"Lady Gaga, Ariana Grande",西洋,2020,《Rain On Me》
7,Dynamite,BTS,西洋,2020,《Dynamite》
8,"Alone, Pt. II","Alan Walker, Ava Max",西洋,2020,"《Alone, Pt. II》"
